item_name,category,shelf_life_days,unit_price,stock_qty,sales_qty,returned_qty,discount_applied,day_of_week,month,holiday_flag,temperature,rainfall,wasted_food
Yogurt,Dairy,8,98.09,252,72,6,20,Friday,8,0,26,0,186
Banana,Fruits,4,184.07,22,0,0,15,Thursday,7,1,28,1,22
Orange,Fruits,12,197.63,56,26,0,0,Thursday,10,0,17,1,30
Onion,Vegetables,10,144.73,208,178,1,15,Thursday,12,0,20,1,31
Muffin,Bakery,12,144.25,34,9,0,20,Thursday,11,0,21,0,25
Milk,Dairy,3,156.48,216,101,9,0,Friday,4,1,15,1,124
Onion,Vegetables,10,193.86,215,150,9,15,Sunday,12,0,11,1,74
Yogurt,Dairy,13,49.81,223,178,9,0,Tuesday,8,0,11,0,54
Mango,Fruits,12,64.78,240,43,1,10,Tuesday,12,0,17,1,198
Milk,Dairy,9,117.75,128,47,1,0,Saturday,3,0,21,1,82
Apple,Fruits,15,130.92,60,18,0,15,Monday,5,0,26,0,42
Butter,Dairy,9,137.83,71,1,0,10,Sunday,1,0,11,0,70
Cake,Bakery,11,108.81,156,124,7,10,Friday,7,1,28,1,39
Potato,Vegetables,7,136.36,213,156,1,10,Sunday,6,0,5,1,58
Banana,Fruits,2,124.36,291,143,11,5,Wednesday,8,1,37,1,159
Milk,Dairy,12,191.93,184,4,0,0,Sunday,12,1,33,0,180
Mango,Fruits,13,126.39,61,22,1,15,Saturday,12,0,29,1,40
Cheese,Dairy,15,108.81,278,16,0,15,Sunday,2,1,40,1,262
Butter,Dairy,3,101.61,296,123,3,5,Tuesday,11,0,11,1,176
Croissant,Bakery,7,181.5,163,56,5,10,Saturday,8,0,13,1,112
Muffin,Bakery,15,52.52,53,41,2,15,Saturday,12,1,40,1,14
Cheese,Dairy,6,31.98,64,14,0,10,Saturday,10,0,12,1,50
Yogurt,Dairy,8,119.61,20,9,0,20,Friday,4,1,32,1,11
Potato,Vegetables,10,136.11,133,27,1,0,Friday,8,1,14,1,107
Butter,Dairy,12,96.6,165,37,0,20,Wednesday,5,0,22,1,128
Butter,Dairy,6,143.79,212,15,1,5,Sunday,12,0,19,0,198
Butter,Dairy,13,84.44,101,2,0,10,Thursday,11,1,27,1,99
Apple,Fruits,10,148.08,164,49,4,15,Monday,3,1,8,1,119
Banana,Fruits,11,36.14,267,149,14,5,Tuesday,4,0,5,1,132
Croissant,Bakery,8,190.58,238,173,5,0,Monday,6,1,16,0,70
Muffin,Bakery,11,92.43,96,80,6,5,Monday,2,0,30,1,22
Potato,Vegetables,12,151.59,65,59,5,15,Wednesday,11,1,28,0,11
Bread,Bakery,3,33.19,280,115,0,20,Friday,10,1,22,0,165
Butter,Dairy,9,199.99,242,76,2,0,Wednesday,2,0,30,0,168
Mango,Fruits,3,108.59,295,63,6,5,Saturday,2,0,16,0,238
Orange,Fruits,3,17.44,125,83,2,0,Friday,5,0,10,0,44
Onion,Vegetables,10,42.6,20,7,0,0,Friday,5,1,13,1,13
Onion,Vegetables,11,112.26,127,25,2,0,Tuesday,1,0,14,1,104
Cheese,Dairy,11,114.89,203,71,2,20,Thursday,2,1,21,1,134
Butter,Dairy,9,25.82,150,108,2,20,Tuesday,2,1,17,1,44
Butter,Dairy,15,39.16,242,97,0,20,Tuesday,2,1,12,0,145
Apple,Fruits,7,131.63,205,85,4,5,Sunday,4,1,5,0,124
Banana,Fruits,8,190.84,83,22,2,10,Friday,8,0,38,1,63
Onion,Vegetables,11,28.82,44,10,1,15,Tuesday,6,1,35,0,35
Tomato,Vegetables,12,107.58,99,84,2,5,Thursday,10,1,8,1,17
Butter,Dairy,13,96.98,244,90,7,20,Wednesday,5,1,38,0,161
Tomato,Vegetables,6,87.24,180,23,2,0,Monday,12,0,10,0,159
Bread,Bakery,13,64.31,272,5,0,20,Saturday,3,1,36,0,267
Apple,Fruits,11,46.13,23,22,1,20,Saturday,6,0,38,0,2
Banana,Fruits,12,186.74,288,115,2,0,Wednesday,3,1,8,1,175
Mango,Fruits,4,80.92,77,43,1,20,Sunday,2,1,24,1,35
Onion,Vegetables,5,10.42,221,55,2,20,Sunday,1,1,36,0,168
Tomato,Vegetables,11,97.47,172,90,1,0,Wednesday,12,0,30,1,83
Bread,Bakery,8,103.49,63,19,1,0,Thursday,1,0,21,0,45
Mango,Fruits,7,66.86,239,228,5,20,Sunday,5,0,33,1,16
Cheese,Dairy,7,151.95,22,11,0,0,Tuesday,5,0,13,1,11
Orange,Fruits,2,40.46,121,121,7,10,Monday,7,1,40,1,7
Yogurt,Dairy,14,155.23,224,128,11,15,Tuesday,2,0,6,0,107
Yogurt,Dairy,10,12.59,141,13,1,15,Friday,12,0,32,1,129
Onion,Vegetables,9,25.7,239,63,4,5,Saturday,9,0,20,1,180
Muffin,Bakery,13,57.0,239,50,3,0,Saturday,12,0,17,0,192
Milk,Dairy,4,86.24,160,49,1,15,Monday,10,0,10,0,112
Mango,Fruits,10,68.22,138,56,2,15,Thursday,1,1,8,1,84
Muffin,Bakery,7,63.31,199,182,13,5,Wednesday,1,0,7,0,30
Muffin,Bakery,5,64.21,163,155,3,15,Tuesday,5,1,28,1,11
Tomato,Vegetables,3,137.1,86,42,2,10,Saturday,10,1,20,1,46
Butter,Dairy,3,178.57,86,80,1,0,Friday,11,0,17,1,7
Bread,Bakery,10,127.61,174,121,12,5,Friday,12,0,7,0,65
Butter,Dairy,10,145.2,197,93,7,0,Thursday,2,1,31,0,111
Yogurt,Dairy,13,193.82,168,11,0,5,Saturday,7,1,39,0,157
Butter,Dairy,14,106.76,219,102,9,10,Tuesday,3,0,15,0,126
Cake,Bakery,10,144.47,288,132,4,5,Wednesday,12,1,40,0,160
Cheese,Dairy,2,111.38,169,10,0,10,Tuesday,5,0,20,0,159
Bread,Bakery,12,76.02,208,83,1,20,Wednesday,12,0,31,1,126
Tomato,Vegetables,12,165.03,202,56,5,10,Tuesday,5,0,39,0,151
Orange,Fruits,15,128.98,125,104,7,5,Wednesday,5,0,30,0,28
Banana,Fruits,13,147.99,208,37,3,0,Thursday,3,1,16,0,174
Butter,Dairy,13,44.28,164,5,0,5,Tuesday,7,0,9,0,159
Cake,Bakery,5,96.45,226,25,2,20,Tuesday,12,0,11,1,203
Apple,Fruits,3,167.05,42,8,0,0,Wednesday,3,0,5,0,34
Tomato,Vegetables,5,36.45,247,208,5,10,Wednesday,8,0,20,0,44
Tomato,Vegetables,2,166.74,72,69,2,0,Friday,7,0,5,0,5
Croissant,Bakery,8,83.22,200,167,9,5,Saturday,7,0,36,0,42
Croissant,Bakery,3,191.73,164,91,1,20,Wednesday,2,1,10,0,74
Cheese,Dairy,8,110.79,112,86,6,5,Saturday,11,1,23,1,32
Muffin,Bakery,9,135.73,155,19,0,5,Sunday,11,0,25,0,136
Mango,Fruits,13,161.4,264,34,0,20,Thursday,12,1,14,0,230
Potato,Vegetables,4,155.83,200,81,7,15,Thursday,12,1,26,0,126
Butter,Dairy,8,114.37,295,273,15,20,Friday,4,1,10,1,37
Milk,Dairy,5,78.72,124,108,0,10,Friday,8,0,12,0,16
Onion,Vegetables,15,171.37,91,37,3,5,Sunday,9,1,20,0,57
Milk,Dairy,13,36.18,93,48,0,15,Wednesday,1,0,9,1,45
Milk,Dairy,4,79.4,60,15,0,0,Friday,7,0,16,1,45
Yogurt,Dairy,9,88.19,192,113,10,0,Wednesday,2,0,8,0,89
Cheese,Dairy,2,85.31,236,174,14,20,Saturday,5,1,19,1,76
Yogurt,Dairy,3,109.09,84,27,1,20,Monday,4,1,16,0,58
Mango,Fruits,7,134.01,227,211,12,5,Monday,6,1,17,1,28
Bread,Bakery,3,78.91,191,7,0,10,Tuesday,9,0,9,0,184
Muffin,Bakery,5,114.82,36,15,1,0,Friday,10,0,35,0,22
Muffin,Bakery,3,189.27,24,11,1,15,Friday,4,1,30,1,14
Milk,Dairy,7,87.38,277,51,4,5,Monday,10,1,35,0,230
Potato,Vegetables,4,139.65,60,56,5,0,Saturday,4,0,14,0,9
Carrot,Vegetables,14,34.93,168,92,9,15,Monday,12,1,20,0,85
Croissant,Bakery,11,129.28,274,49,0,5,Sunday,5,0,36,0,225
Orange,Fruits,4,187.47,102,8,0,20,Wednesday,6,0,9,0,94
Orange,Fruits,9,195.91,246,166,4,0,Friday,8,0,28,1,84
Mango,Fruits,15,127.74,86,56,2,20,Sunday,10,1,28,0,32
Mango,Fruits,6,176.71,41,39,0,5,Saturday,9,0,14,0,2
Carrot,Vegetables,4,118.33,57,14,1,15,Saturday,2,1,34,1,44
Apple,Fruits,3,44.25,75,50,3,5,Thursday,6,0,25,1,28
Banana,Fruits,13,150.84,78,35,3,0,Friday,3,1,14,0,46
Tomato,Vegetables,11,157.1,51,51,2,15,Thursday,4,0,18,0,2
Orange,Fruits,6,130.78,62,9,0,10,Thursday,2,1,33,1,53
Yogurt,Dairy,4,167.8,67,54,2,10,Tuesday,4,1,31,1,15
Banana,Fruits,13,92.99,219,210,0,20,Sunday,10,0,9,0,9
Onion,Vegetables,2,38.6,254,239,4,15,Sunday,6,0,31,1,19
Cake,Bakery,15,172.88,250,163,3,0,Tuesday,12,0,31,0,90
Banana,Fruits,7,49.85,117,86,0,10,Sunday,6,0,24,1,31
Cake,Bakery,12,199.82,231,105,5,10,Sunday,9,1,38,1,131
Croissant,Bakery,9,91.39,110,70,2,20,Thursday,7,1,32,1,42
Bread,Bakery,14,169.07,65,2,0,0,Thursday,12,0,33,0,63
Carrot,Vegetables,5,52.35,252,141,6,0,Tuesday,8,0,27,1,117
Mango,Fruits,2,188.53,134,129,4,10,Saturday,5,1,31,0,9
Cake,Bakery,2,12.95,98,47,4,20,Wednesday,6,0,32,0,55
Banana,Fruits,11,132.44,46,36,3,5,Saturday,7,0,30,1,13
Butter,Dairy,5,28.92,84,64,0,20,Sunday,7,1,40,0,20
Potato,Vegetables,3,27.72,243,2,0,0,Friday,12,0,29,0,241
Butter,Dairy,12,129.99,203,47,1,5,Wednesday,4,0,29,1,157
Muffin,Bakery,3,187.65,31,6,0,15,Friday,2,0,14,1,25
Potato,Vegetables,3,24.7,205,53,3,0,Thursday,1,1,9,1,155
Croissant,Bakery,12,89.78,180,162,14,5,Tuesday,5,0,16,0,32
Muffin,Bakery,7,101.94,299,2,0,20,Saturday,5,0,17,0,297
Croissant,Bakery,5,174.71,78,27,0,10,Tuesday,4,0,13,1,51
Carrot,Vegetables,5,191.11,198,181,17,10,Thursday,12,1,32,1,34
Yogurt,Dairy,4,47.6,163,100,1,20,Sunday,10,1,15,0,64
Mango,Fruits,9,90.51,159,81,1,20,Thursday,7,0,27,1,79
Cake,Bakery,4,179.0,281,129,9,15,Wednesday,10,1,30,0,161
Croissant,Bakery,14,71.31,115,45,1,0,Tuesday,11,1,28,0,71
Tomato,Vegetables,2,70.53,25,22,1,5,Thursday,10,1,19,0,4
Orange,Fruits,11,50.31,131,26,2,10,Saturday,10,0,31,1,107
Onion,Vegetables,5,47.45,272,255,1,10,Thursday,2,0,33,0,18
Carrot,Vegetables,5,119.52,165,4,0,15,Wednesday,3,1,7,0,161
Tomato,Vegetables,3,99.28,232,185,9,10,Wednesday,6,1,10,1,56
Apple,Fruits,8,66.7,252,126,10,0,Sunday,6,0,6,0,136
Bread,Bakery,4,29.98,185,176,13,5,Tuesday,2,0,28,0,22
Muffin,Bakery,14,18.18,44,19,0,10,Wednesday,12,1,22,0,25
Butter,Dairy,3,33.99,95,74,6,15,Saturday,2,0,35,1,27
Onion,Vegetables,14,148.86,135,23,1,10,Saturday,2,1,40,0,113
Milk,Dairy,3,194.64,50,13,0,5,Thursday,7,0,36,0,37
Potato,Vegetables,15,122.2,290,263,10,10,Saturday,8,0,37,0,37
Cheese,Dairy,7,83.26,251,222,19,20,Tuesday,7,0,9,1,48
Banana,Fruits,12,68.36,72,18,1,0,Saturday,2,0,6,1,55
Yogurt,Dairy,2,100.49,291,231,11,10,Monday,9,0,27,1,71
Cheese,Dairy,8,105.42,280,170,1,15,Wednesday,6,0,8,1,111
Banana,Fruits,6,46.0,110,76,4,20,Friday,8,1,11,0,38
Milk,Dairy,5,31.89,38,36,2,5,Monday,9,0,22,0,4
Mango,Fruits,8,29.25,157,126,3,5,Sunday,4,1,23,1,34
Bread,Bakery,4,105.62,264,156,7,5,Wednesday,11,0,15,0,115
Carrot,Vegetables,4,192.83,262,219,10,0,Tuesday,5,0,15,0,53
Carrot,Vegetables,11,10.19,146,120,1,0,Sunday,1,1,19,0,27
Milk,Dairy,3,67.87,191,115,7,10,Friday,5,1,21,1,83
Apple,Fruits,15,77.0,190,132,12,20,Thursday,2,1,38,0,70
Butter,Dairy,15,51.85,92,45,3,0,Tuesday,10,1,28,0,50
Croissant,Bakery,8,131.36,160,160,14,20,Tuesday,5,1,26,1,14
Orange,Fruits,6,46.21,286,175,3,15,Sunday,8,1,23,0,114
Cake,Bakery,12,37.95,96,66,2,20,Friday,11,0,24,1,32
Tomato,Vegetables,14,66.0,252,10,0,10,Sunday,10,0,8,1,242
Tomato,Vegetables,8,76.93,20,1,0,5,Wednesday,5,0,10,1,19
Cheese,Dairy,8,121.19,61,18,0,0,Thursday,6,0,29,1,43
Apple,Fruits,6,184.84,179,44,4,15,Saturday,6,0,17,1,139
Butter,Dairy,10,47.91,176,21,1,20,Saturday,8,0,29,1,156
Croissant,Bakery,10,93.96,180,128,10,10,Thursday,6,1,34,1,62
Mango,Fruits,2,183.39,33,26,0,5,Friday,5,0,37,1,7
Yogurt,Dairy,2,153.51,221,32,3,0,Thursday,9,1,8,0,192
Muffin,Bakery,15,197.37,74,42,4,0,Sunday,5,1,26,0,36
Bread,Bakery,13,48.96,93,71,7,5,Tuesday,11,0,24,1,29
Cake,Bakery,11,140.68,78,8,0,5,Friday,2,0,20,0,70
Cake,Bakery,2,168.22,247,100,0,0,Wednesday,7,1,16,0,147
Carrot,Vegetables,15,135.05,83,55,1,0,Tuesday,3,0,15,0,29
Mango,Fruits,6,65.0,71,63,2,10,Thursday,7,0,34,1,10
Banana,Fruits,2,63.85,81,72,6,0,Friday,5,0,33,0,15
Potato,Vegetables,9,177.66,254,70,0,5,Wednesday,9,0,27,1,184
Croissant,Bakery,12,38.77,193,117,11,5,Wednesday,11,1,30,0,87
Mango,Fruits,9,125.11,112,73,4,5,Saturday,6,1,30,0,43
Bread,Bakery,15,149.25,138,24,2,0,Thursday,11,1,25,0,116
Milk,Dairy,4,148.35,216,193,13,0,Monday,10,1,12,0,36
Cake,Bakery,14,81.12,35,11,1,0,Saturday,8,1,13,0,25
Yogurt,Dairy,9,93.13,166,57,1,5,Thursday,9,0,10,0,110
Croissant,Bakery,2,163.9,22,11,1,20,Friday,2,1,16,1,12
Cheese,Dairy,11,167.24,276,180,11,20,Friday,3,0,33,1,107
Apple,Fruits,11,24.85,284,152,3,0,Thursday,4,0,39,1,135
Croissant,Bakery,15,188.72,148,99,5,0,Sunday,3,1,9,0,54
Carrot,Vegetables,11,20.76,76,74,7,10,Saturday,1,0,26,1,9
Potato,Vegetables,7,178.73,50,8,0,20,Sunday,12,1,8,0,42
Apple,Fruits,14,190.12,38,22,0,15,Friday,12,0,40,1,16
Yogurt,Dairy,13,17.93,38,31,1,10,Thursday,8,1,19,0,8
Bread,Bakery,14,158.55,120,68,4,15,Saturday,11,0,40,1,56
Cake,Bakery,14,81.67,84,55,5,15,Friday,3,0,33,0,34
Onion,Vegetables,5,75.19,49,15,0,0,Friday,1,0,31,0,34
Croissant,Bakery,15,20.81,49,8,0,5,Wednesday,1,1,27,0,41
Potato,Vegetables,11,85.59,82,9,0,10,Friday,4,1,27,0,73
Orange,Fruits,7,158.24,169,167,7,20,Wednesday,6,0,8,1,9
Mango,Fruits,6,24.9,90,66,1,10,Saturday,9,0,12,1,25
Milk,Dairy,5,142.68,252,243,3,0,Thursday,1,1,22,1,12
Tomato,Vegetables,2,63.03,216,126,0,15,Thursday,8,0,19,0,90
Banana,Fruits,12,91.91,46,42,2,0,Friday,6,0,26,1,6
Milk,Dairy,7,147.9,242,221,13,0,Sunday,2,1,23,1,34
Orange,Fruits,4,192.46,259,121,2,0,Wednesday,11,1,10,0,140
Onion,Vegetables,11,84.97,160,92,4,10,Sunday,11,0,12,1,72
Onion,Vegetables,15,43.97,256,8,0,0,Thursday,1,1,35,0,248
Apple,Fruits,11,188.38,161,156,10,0,Thursday,3,1,22,1,15
Banana,Fruits,5,129.76,95,79,0,5,Monday,11,0,16,1,16
Tomato,Vegetables,10,146.3,51,45,2,10,Monday,11,1,39,0,8
Yogurt,Dairy,3,24.72,247,28,2,0,Tuesday,4,1,28,1,221
Cake,Bakery,6,37.19,187,155,11,10,Thursday,11,1,35,1,43
Croissant,Bakery,7,18.48,96,75,0,0,Friday,4,1,37,1,21
Butter,Dairy,15,120.71,96,48,0,0,Tuesday,10,1,39,0,48
Cake,Bakery,12,109.65,245,81,4,5,Sunday,10,1,20,1,168
Yogurt,Dairy,5,96.61,79,30,3,15,Wednesday,2,1,40,0,52
Carrot,Vegetables,11,53.77,234,58,4,5,Friday,4,1,13,1,180
Onion,Vegetables,7,32.41,229,107,8,5,Friday,8,0,16,1,130
Croissant,Bakery,3,89.54,260,51,1,0,Sunday,7,0,15,0,210
Butter,Dairy,8,77.33,225,178,17,5,Saturday,5,0,26,1,64
Bread,Bakery,3,150.36,201,114,6,15,Saturday,7,1,35,0,93
Milk,Dairy,4,180.16,209,172,14,15,Wednesday,8,0,37,1,51
Croissant,Bakery,6,103.73,44,36,3,10,Wednesday,7,1,16,0,11
Croissant,Bakery,8,108.64,180,25,1,10,Tuesday,2,1,22,1,156
Banana,Fruits,4,64.81,152,27,0,10,Tuesday,2,0,40,0,125
Bread,Bakery,10,112.2,119,0,0,0,Wednesday,4,1,32,1,119
Butter,Dairy,6,184.42,81,56,3,15,Wednesday,2,0,22,0,28
Tomato,Vegetables,13,160.73,58,20,0,20,Wednesday,5,1,37,0,38
Tomato,Vegetables,8,29.08,286,162,6,20,Saturday,11,0,5,0,130
Butter,Dairy,15,189.2,120,33,3,5,Thursday,3,1,23,0,90
Milk,Dairy,10,172.86,129,0,0,0,Thursday,9,0,16,0,129
Orange,Fruits,11,82.26,140,89,7,20,Saturday,3,1,19,1,58
Mango,Fruits,14,129.71,202,139,7,10,Monday,4,0,23,1,70
Orange,Fruits,5,135.86,79,22,1,10,Saturday,2,1,30,0,58
Mango,Fruits,11,88.28,140,7,0,10,Friday,4,1,8,1,133
Onion,Vegetables,8,84.36,246,108,6,10,Monday,5,1,19,1,144
Muffin,Bakery,9,87.86,105,68,1,0,Friday,10,1,13,0,38
Cake,Bakery,3,158.28,190,90,8,0,Saturday,1,0,28,0,108
Butter,Dairy,15,146.39,168,41,2,10,Thursday,4,0,5,0,129
Bread,Bakery,10,85.61,268,21,0,10,Wednesday,1,0,20,0,247
Tomato,Vegetables,15,158.97,225,33,2,0,Monday,2,1,6,0,194
Milk,Dairy,13,121.76,220,49,4,10,Sunday,6,1,37,0,175
Onion,Vegetables,9,48.51,155,147,7,15,Wednesday,7,0,19,1,15
Carrot,Vegetables,6,182.46,293,259,7,15,Monday,8,1,28,0,41
Banana,Fruits,11,195.29,223,197,7,15,Wednesday,8,0,24,1,33
Milk,Dairy,3,116.57,126,110,7,20,Tuesday,2,0,30,1,23
Milk,Dairy,14,103.75,230,79,5,5,Monday,6,1,5,1,156
Butter,Dairy,10,104.96,140,82,7,15,Friday,9,0,11,1,65
Cake,Bakery,4,153.81,102,66,5,0,Tuesday,4,1,12,0,41
Mango,Fruits,4,128.97,288,249,4,20,Thursday,7,0,23,0,43
Orange,Fruits,13,185.17,158,133,5,20,Wednesday,10,0,14,1,30
Yogurt,Dairy,10,124.86,261,236,6,10,Saturday,12,0,15,1,31
Muffin,Bakery,8,44.05,260,34,0,10,Saturday,4,0,11,1,226
Tomato,Vegetables,2,128.74,100,8,0,20,Tuesday,6,0,17,1,92
Carrot,Vegetables,11,148.57,208,159,12,10,Friday,9,0,9,0,61
Croissant,Bakery,6,43.88,72,16,1,10,Friday,10,1,35,0,57
Milk,Dairy,14,54.05,130,23,2,5,Tuesday,3,1,5,1,109
Bread,Bakery,4,107.22,245,108,10,15,Wednesday,5,0,20,1,147
Mango,Fruits,13,100.15,179,133,5,20,Monday,10,0,15,1,51
Butter,Dairy,10,93.91,148,30,3,10,Tuesday,1,1,34,1,121
Banana,Fruits,11,116.36,117,48,2,5,Saturday,1,0,33,1,71
Milk,Dairy,11,68.97,68,47,2,20,Monday,10,1,7,1,23
Mango,Fruits,2,199.19,149,70,0,20,Sunday,1,1,34,1,79
Butter,Dairy,13,176.24,299,53,0,10,Monday,10,0,16,0,246
Cake,Bakery,15,170.7,48,28,2,0,Wednesday,2,1,17,0,22
Onion,Vegetables,13,42.15,207,132,0,15,Thursday,11,0,9,0,75
Yogurt,Dairy,3,42.79,42,17,0,20,Thursday,3,0,24,1,25
Tomato,Vegetables,7,98.59,64,59,0,0,Monday,3,0,16,1,5
Croissant,Bakery,14,11.98,211,117,1,5,Wednesday,11,0,13,1,95
Cake,Bakery,13,64.54,162,35,2,15,Tuesday,4,1,17,0,129
Onion,Vegetables,13,93.52,67,62,2,20,Wednesday,6,1,15,0,7
Banana,Fruits,10,118.06,242,88,4,5,Wednesday,12,1,10,0,158
Potato,Vegetables,9,59.56,79,66,5,5,Thursday,3,1,25,1,18
Apple,Fruits,7,143.24,203,2,0,15,Thursday,6,1,11,0,201
Onion,Vegetables,4,98.7,115,96,0,15,Sunday,10,1,32,1,19
Banana,Fruits,6,147.44,192,123,10,15,Wednesday,1,0,37,0,79
Mango,Fruits,14,61.18,225,151,0,5,Friday,3,1,38,0,74
Cheese,Dairy,12,73.3,47,5,0,5,Sunday,6,1,30,0,42
Apple,Fruits,12,38.02,108,38,2,0,Tuesday,4,0,32,0,72
Cheese,Dairy,12,115.52,211,1,0,5,Wednesday,2,1,40,1,210
Butter,Dairy,12,81.5,257,124,12,0,Thursday,3,1,13,1,145
Onion,Vegetables,15,138.2,237,152,12,20,Monday,6,1,6,0,97
Cheese,Dairy,7,78.83,276,0,0,0,Saturday,4,0,36,0,276
Croissant,Bakery,6,92.73,193,98,2,15,Tuesday,5,1,29,1,97
Muffin,Bakery,8,44.11,223,174,16,0,Thursday,2,1,11,1,65
Croissant,Bakery,7,34.46,279,196,14,0,Thursday,11,1,32,0,97
Carrot,Vegetables,6,150.99,79,77,7,20,Wednesday,8,1,39,1,9
Croissant,Bakery,8,111.03,216,172,2,5,Monday,6,1,17,1,46
Apple,Fruits,9,63.53,82,62,3,10,Monday,10,1,21,1,23
Onion,Vegetables,14,165.64,297,136,2,10,Wednesday,7,0,33,1,163
Tomato,Vegetables,11,31.22,38,34,3,5,Tuesday,2,0,13,0,7
Mango,Fruits,6,75.62,254,176,7,20,Friday,8,0,9,1,85
Tomato,Vegetables,4,125.78,71,48,4,0,Wednesday,11,1,32,1,27
Croissant,Bakery,13,58.8,60,53,3,0,Sunday,4,1,24,0,10
Muffin,Bakery,11,99.85,243,70,2,10,Friday,11,0,30,0,175
Onion,Vegetables,2,87.36,29,25,1,5,Wednesday,5,1,25,0,5
Cheese,Dairy,2,144.71,133,16,1,20,Sunday,8,1,26,1,118
Apple,Fruits,7,74.71,197,113,2,15,Sunday,12,1,18,0,86
Orange,Fruits,8,16.13,60,40,3,20,Wednesday,2,0,38,1,23
Onion,Vegetables,14,69.91,259,15,0,20,Friday,3,1,32,1,244
Muffin,Bakery,10,151.37,140,96,8,5,Thursday,10,0,11,1,52
Cheese,Dairy,3,118.44,111,110,2,15,Friday,7,1,18,1,3
Onion,Vegetables,14,79.0,74,40,4,20,Friday,7,0,30,1,38
Orange,Fruits,15,185.66,100,22,1,10,Monday,9,1,34,0,79
Cake,Bakery,11,134.09,234,105,3,0,Friday,4,0,37,0,132
Apple,Fruits,7,125.86,105,72,7,0,Wednesday,1,1,40,0,40
Butter,Dairy,7,147.38,142,44,3,5,Wednesday,3,1,9,0,101
Butter,Dairy,9,56.56,247,61,6,5,Thursday,9,0,26,0,192
Butter,Dairy,13,192.87,23,23,0,15,Sunday,9,1,29,0,0
Orange,Fruits,13,112.09,293,12,1,15,Sunday,12,0,23,1,282
Muffin,Bakery,8,146.16,281,225,13,0,Monday,3,1,12,0,69
Carrot,Vegetables,12,74.57,144,123,3,10,Monday,6,0,34,1,24
Yogurt,Dairy,7,66.11,247,84,7,10,Friday,5,0,13,0,170
Tomato,Vegetables,5,177.23,205,182,9,10,Saturday,3,1,35,1,32
Potato,Vegetables,13,162.99,85,18,1,15,Wednesday,11,0,6,0,68
Potato,Vegetables,11,12.29,206,184,16,20,Thursday,8,0,27,0,38
Onion,Vegetables,8,174.43,268,86,8,15,Tuesday,8,1,5,0,190
Potato,Vegetables,6,49.22,96,35,0,5,Wednesday,8,1,5,0,61
Yogurt,Dairy,12,16.24,70,42,4,0,Wednesday,9,0,8,1,32
Cheese,Dairy,6,161.48,113,88,3,5,Saturday,12,1,16,0,28
Onion,Vegetables,3,151.19,52,8,0,0,Tuesday,4,0,35,1,44
Bread,Bakery,7,160.1,57,12,1,0,Thursday,2,1,17,0,46
Butter,Dairy,6,118.17,240,220,3,15,Sunday,11,0,34,0,23
Carrot,Vegetables,11,61.44,110,42,4,15,Friday,5,1,21,0,72
Onion,Vegetables,12,116.64,178,160,14,0,Sunday,3,1,5,1,32
Mango,Fruits,4,43.97,241,172,9,0,Sunday,8,1,39,0,78
Milk,Dairy,14,54.04,177,128,4,10,Sunday,9,1,11,1,53
Cheese,Dairy,7,39.71,222,201,5,5,Friday,11,0,25,1,26
Orange,Fruits,5,187.24,261,155,11,5,Wednesday,6,1,25,1,117
Carrot,Vegetables,11,84.77,233,1,0,0,Thursday,6,0,34,1,232
Croissant,Bakery,5,135.79,151,75,5,0,Wednesday,7,1,25,0,81
Butter,Dairy,15,62.05,58,15,0,10,Saturday,8,1,7,1,43
Banana,Fruits,6,197.52,212,15,0,0,Saturday,6,1,39,1,197
Orange,Fruits,3,99.65,57,20,2,15,Sunday,3,0,24,0,39
Cake,Bakery,5,72.29,299,133,8,20,Sunday,5,0,13,0,174
Onion,Vegetables,14,94.71,129,47,2,15,Tuesday,8,1,26,0,84
Onion,Vegetables,11,152.05,31,8,0,15,Thursday,7,1,8,0,23
Tomato,Vegetables,11,93.07,36,32,2,20,Thursday,5,1,9,0,6
Bread,Bakery,10,40.06,282,44,4,15,Friday,11,0,9,1,242
Carrot,Vegetables,9,178.98,97,83,5,0,Tuesday,11,1,34,1,19
Cake,Bakery,11,65.82,219,4,0,5,Wednesday,7,0,21,0,215
Carrot,Vegetables,12,136.43,201,183,18,5,Tuesday,3,0,24,0,36
Bread,Bakery,10,124.37,40,8,0,0,Wednesday,6,0,18,0,32
Potato,Vegetables,8,198.29,139,55,2,0,Tuesday,8,0,29,0,86
Banana,Fruits,8,19.35,244,102,3,5,Sunday,7,0,10,0,145
Croissant,Bakery,14,49.83,270,183,10,15,Tuesday,4,0,37,1,97
Orange,Fruits,10,31.28,253,4,0,15,Sunday,7,1,11,1,249
Onion,Vegetables,15,22.41,173,58,5,0,Saturday,11,1,35,0,120
Onion,Vegetables,2,36.74,147,45,4,0,Tuesday,9,0,13,1,106
Bread,Bakery,11,162.45,170,95,9,15,Sunday,3,1,16,0,84
Cheese,Dairy,7,177.02,76,20,0,15,Tuesday,5,1,28,1,56
Tomato,Vegetables,14,14.91,34,30,0,5,Thursday,1,1,38,0,4
Milk,Dairy,2,76.25,134,23,1,0,Monday,8,1,31,1,112
Milk,Dairy,6,100.49,151,32,2,20,Wednesday,10,0,35,1,121
Cheese,Dairy,5,107.8,93,28,2,0,Saturday,2,1,23,0,67
Cheese,Dairy,6,45.08,174,84,7,20,Friday,9,1,13,1,97
